"Please, enter valid Expiration Date","Silahkan, isi Expiration Date",module,Magento_Braintree,,,,
Private Key,Private Key,module,Magento_Braintree,,,,
Processor declined,Processor declined,module,Magento_Braintree,,,,
Public Key,Public Key,module,Magento_Braintree,,,,
Refund Ids,Refund Ids,module,Magento_Braintree,,,,
Require Customer's Billing Address,Require Customer's Billing Address,module,Magento_Braintree,,,,
Sale,Sale,module,Magento_Braintree,,,,
Save for later use.,Save for later use.,module,Magento_Braintree,,,,
Select...,Select...,module,Magento_Braintree,,,,
Settled,Settled,module,Magento_Braintree,,,,
Settlement Batch ID,Settlement Batch ID,module,Magento_Braintree,,,,
Settlement Code,Settlement Code,module,Magento_Braintree,,,,
Settlement confirmed,Settlement confirmed,module,Magento_Braintree,,,,
Settlement declined,Settlement declined,module,Magento_Braintree,,,,
Settlement pending,Settlement pending,module,Magento_Braintree,,,,
Settlement Response Text,Settlement Response Text,module,Magento_Braintree,,,,
Settling,Settling,module,Magento_Braintree,,,,
"Sorry, but something went wrong","Maaf, tapi terjadi kesalahan",module,Magento_Braintree,,,,
"Sorry, but something went wrong.","Sorry, but something went wrong.",module,Magento_Braintree,,,,
Sort Order,Sort Order,module,Magento_Braintree,,,,
Status,Status,module,Magento_Braintree,,,,
Submitted for settlement,Submitted for settlement,module,Magento_Braintree,,,,
This payment is not available,This payment is not available,module,Magento_Braintree,,,,
Threshold Amount,Threshold Amount,module,Magento_Braintree,,,,
Title,Title,module,Magento_Braintree,,,,
Transaction ID,Transaction ID,module,Magento_Braintree,,,,
Transaction Type,Transaction Type,module,Magento_Braintree,,,,
Type,Type,module,Magento_Braintree,,,,
Unrecognized,Tidak dikenali,module,Magento_Braintree,,,,
Vault enabled,Vault enabled,module,Magento_Braintree,,,,
Vault Title,Vault Title,module,Magento_Braintree,,,,
Verify for Applicable Countries,Verify for Applicable Countries,module,Magento_Braintree,,,,
Verify for Specific Countries,Verify for Specific Countries,module,Magento_Braintree,,,,
Voided,Voided,module,Magento_Braintree,,,,
We can't initialize checkout.,Kami tidak dapat menginisialisasi checkout,module,Magento_Braintree,,,,
What is this?,What is this?,module,Magento_Braintree,,,,
Wrong transaction status,Wrong transaction status,module,Magento_Braintree,,,,
YY,YY,module,Magento_Braintree,,,,
&nbsp,,&nbsp,,module,Magento_BraintreeTwo,,
3D Secure Verification,3D Secure Verification,module,Magento_BraintreeTwo,,,,
3D Secure Verification Settings,3D Secure Verification Settings,module,Magento_BraintreeTwo,,,,
Add Rule,Add Rule,module,Magento_BraintreeTwo,,,,
Advanced Braintree Settings,Advanced Braintree Settings,module,Magento_BraintreeTwo,,,,
Advanced Fraud Protection,Advanced Fraud Protection,module,Magento_BraintreeTwo,,,,
Allow to Edit Shipping Address Entered During Checkout on PayPal Side,Allow to Edit Shipping Address Entered During Checkout on PayPal Side,module,Magento_BraintreeTwo,,,,
Allowed Credit Card Types,Allowed Credit Card Types,module,Magento_BraintreeTwo,,,,
Amount,Amount,module,Magento_BraintreeTwo,,,,
Android pay card,Android pay card,module,Magento_BraintreeTwo,,,,
Apple pay card,Apple pay card,module,Magento_BraintreeTwo,,,,
"Apply filters in order to get results. Only first 100 records will be displayed in the grid, you will be able to download full version of the report in .csv format.","Apply filters in order to get results. Only first 100 records will be displayed in the grid, you will be able to download full version of the report in .csv format.",module,Magento_BraintreeTwo,,,,
Authorization expired,Authorization expired,module,Magento_BraintreeTwo,,,,
Authorize,Authorize,module,Magento_BraintreeTwo,,,,
Authorize and Capture,Authorize and Capture,module,Magento_BraintreeTwo,,,,
Authorized,Authorized,module,Magento_BraintreeTwo,,,,
Authorizing,Authorizing,module,Magento_BraintreeTwo,,,,
Basic BraintreeTwo Settings,Basic BraintreeTwo Settings,module,Magento_BraintreeTwo,,,,
Braintree error response.,Braintree error response.,module,Magento_BraintreeTwo,,,,
Braintree Settlement Report,Braintree Settlement Report,module,Magento_BraintreeTwo,,,,
BraintreeTwo,BraintreeTwo,module,Magento_BraintreeTwo,,,,
Card Verification Number,Card Verification Number,module,Magento_BraintreeTwo,,,,
Coinbase account,Coinbase account,module,Magento_BraintreeTwo,,,,
Country,Negara,module,Magento_BraintreeTwo,,,,
Country Specific Credit Card Types,Country Specific Credit Card Types,module,Magento_BraintreeTwo,,,,
Country Specific Settings,Country Specific Settings,module,Magento_BraintreeTwo,,,,
Created At,Created At,module,Magento_BraintreeTwo,,,,
Credit,Credit,module,Magento_BraintreeTwo,,,,
Credit card,Credit card,module,Magento_BraintreeTwo,,,,
Credit Card Information,Credit Card Information,module,Magento_BraintreeTwo,,,,
Credit Card Number,Credit Card Number,module,Magento_BraintreeTwo,,,,
Credit Card Type,Credit Card Type,module,Magento_BraintreeTwo,,,,
Credit Card Types,Credit Card Types,module,Magento_BraintreeTwo,,,,
Currency,Currency,module,Magento_BraintreeTwo,,,,
CVV Verification,CVV Verification,module,Magento_BraintreeTwo,,,,
Debug,Debug,module,Magento_BraintreeTwo,,,,
Display on Shopping Cart,Tunjukkan di Kerangjang Belanja,module,Magento_BraintreeTwo,,,,
Enable PayPal through Braintree,Enable PayPal through Braintree,module,Magento_BraintreeTwo,,,,
Enable this Solution,Enable this Solution,module,Magento_BraintreeTwo,,,,
ending,ending,module,Magento_BraintreeTwo,,,,
Environment,Environment,module,Magento_BraintreeTwo,,,,
Europe bank account,Europe bank account,module,Magento_BraintreeTwo,,,,
Expiration Date,Expiration Date,module,Magento_BraintreeTwo,,,,
expires,expires,module,Magento_BraintreeTwo,,,,
Failed,Failed,module,Magento_BraintreeTwo,,,,
Gateway rejected,Gateway rejected,module,Magento_BraintreeTwo,,,,
Kount Merchant ID,Kount Merchant ID,module,Magento_BraintreeTwo,,,,
Merchant Account ID,Merchant Account ID,module,Magento_BraintreeTwo,,,,
Merchant ID,Merchant ID,module,Magento_BraintreeTwo,,,,
MM,MM,module,Magento_BraintreeTwo,,,,
No authorization transaction to proceed capture.,No authorization transaction to proceed capture.,module,Magento_BraintreeTwo,,,,
Order ID,Order ID,module,Magento_BraintreeTwo,,,,
Override Merchant Name,Override Merchant Name,module,Magento_BraintreeTwo,,,,
Payment Action,Pembayaran,module,Magento_BraintreeTwo,,,,
Payment from Applicable Countries,Payment from Applicable Countries,module,Magento_BraintreeTwo,,,,
Payment from Specific Countries,Payment from Specific Countries,module,Magento_BraintreeTwo,,,,
Payment method nonce can\'t be retrieved.,Payment method nonce can\'t be retrieved.,module,Magento_BraintreeTwo,,,,
Payment Type,Payment Type,module,Magento_BraintreeTwo,,,,
Paypal account,Paypal account,module,Magento_BraintreeTwo,,,,
PayPal Payment ID,PayPal Payment ID,module,Magento_BraintreeTwo,,,,
PayPal through Braintree,PayPal through Braintree,module,Magento_BraintreeTwo,,,,
Place Order,Place Order,module,Magento_BraintreeTwo,,,,
Please agree to all the terms and conditions before placing the order.,Please agree to all the terms and conditions before placing the order.,module,Magento_BraintreeTwo,,,,
--Please Select--,--Please Select--,module,Magento_BraintreeTwo,,,,
Please try again with another form of payment.,Please try again with another form of payment.,module,Magento_BraintreeTwo,,,,
"Please, enter valid Card Verification Number","Please, enter valid Card Verification Number",module,Magento_BraintreeTwo,,,,
"Please, enter valid Credit Card Number","Please, enter valid Credit Card Number",module,Magento_BraintreeTwo,,,,
"Please, enter valid Expiration Date","Please, enter valid Expiration Date",module,Magento_BraintreeTwo,,,,
Private Key,Private Key,module,Magento_BraintreeTwo,,,,
Processor declined,Processor declined,module,Magento_BraintreeTwo,,,,
Public Key,Public Key,module,Magento_BraintreeTwo,,,,
Refund Ids,Refund Ids,module,Magento_BraintreeTwo,,,,
Require Customer's Billing Address,Require Customer's Billing Address,module,Magento_BraintreeTwo,,,,
Sale,Sale,module,Magento_BraintreeTwo,,,,
Save for later use.,Save for later use.,module,Magento_BraintreeTwo,,,,
Select...,Select...,module,Magento_BraintreeTwo,,,,
Settled,Settled,module,Magento_BraintreeTwo,,,,
Settlement Batch ID,Settlement Batch ID,module,Magento_BraintreeTwo,,,,
Settlement Code,Settlement Code,module,Magento_BraintreeTwo,,,,
Settlement confirmed,Settlement confirmed,module,Magento_BraintreeTwo,,,,
Settlement declined,Settlement declined,module,Magento_BraintreeTwo,,,,
Settlement pending,Settlement pending,module,Magento_BraintreeTwo,,,,
Settlement Response Text,Settlement Response Text,module,Magento_BraintreeTwo,,,,
Settling,Settling,module,Magento_BraintreeTwo,,,,
"Sorry, but something went wrong","Sorry, but something went wrong",module,Magento_BraintreeTwo,,,,
"Sorry, but something went wrong.","Sorry, but something went wrong.",module,Magento_BraintreeTwo,,,,
Sort Order,Sunting Pesanan,module,Magento_BraintreeTwo,,,,
Status,Status,module,Magento_BraintreeTwo,,,,
Submitted for settlement,Submitted for settlement,module,Magento_BraintreeTwo,,,,
This payment is not available,This payment is not available,module,Magento_BraintreeTwo,,,,
Threshold Amount,Threshold Amount,module,Magento_BraintreeTwo,,,,
Title,Title,module,Magento_BraintreeTwo,,,,
Transaction ID,Transaction ID,module,Magento_BraintreeTwo,,,,
Transaction Type,Transaction Type,module,Magento_BraintreeTwo,,,,
Type,Type,module,Magento_BraintreeTwo,,,,
Unrecognized,Tidak dikenali,module,Magento_BraintreeTwo,,,,
Verify for Applicable Countries,Verify for Applicable Countries,module,Magento_BraintreeTwo,,,,
Verify for Specific Countries,Verify for Specific Countries,module,Magento_BraintreeTwo,,,,
Voided,Voided,module,Magento_BraintreeTwo,,,,
We can\'t initialize checkout.,We can\'t initialize checkout.,module,Magento_BraintreeTwo,,,,
What is this?,What is this?,module,Magento_BraintreeTwo,,,,
Wrong transaction status,Wrong transaction status,module,Magento_BraintreeTwo,,,,
YY,YY,module,Magento_BraintreeTwo,,,,
-- Select --,-- Select --,module,Magento_Bundle,,,,
%1 x %2,%1 x %2,module,Magento_Bundle,,,,
%fieldName is a required field.,%fieldName is a required field.,module,Magento_Bundle,,,,
* Required Fields,* Required Fields,module,Magento_Bundle,,,,
Add Option,Add Option,module,Magento_Bundle,,,,
Add Products to New Option,Add Products to New Option,module,Magento_Bundle,,,,
Add Products to Option,Add Products to Option,module,Magento_Bundle,,,,
"Add Products to Option ""%1""","Add Products to Option ""%1""",module,Magento_Bundle,,,,
Add Selected Products,Add Selected Products,module,Magento_Bundle,,,,
As Low as,As Low as,module,Magento_Bundle,,,,
As low as,As low as,module,Magento_Bundle,,,,
Availability,Ketersediaan,module,Magento_Bundle,,,,
Availability:,Ketersediaan,module,Magento_Bundle,,,,
Bundle Items,Bundle Items,module,Magento_Bundle,,,,
Bundle product could not contain another composite product,Bundle product could not contain another composite product,module,Magento_Bundle,,,,
Buy %1 with %2 discount each,Beli %1 dengan %2 diskon masing-masing,module,Magento_Bundle,,,,
"Can not find product link with id ""%1""","Tidak dapat menemukan link produk dengan id ""%1""",module,Magento_Bundle,,,,
Cancel,Batal,module,Magento_Bundle,,,,
Canceled,Dibatalkan,module,Magento_Bundle,,,,
Cannot delete option with id %1,Cannot delete option with id %1,module,Magento_Bundle,,,,
Checkbox,Checkbox,module,Magento_Bundle,,,,
"Child with specified sku: ""%1"" already assigned to product: ""%2""","Child with specified sku: ""%1"" already assigned to product: ""%2""",module,Magento_Bundle,,,,
Choose a selection...,Choose a selection...,module,Magento_Bundle,,,,
Close,Close,module,Magento_Bundle,,,,
"Could not save child: ""%1""","Could not save child: ""%1""",module,Magento_Bundle,,,,
Could not save option,Could not save option,module,Magento_Bundle,,,,
Create New Option,Create New Option,module,Magento_Bundle,,,,
Customize %1,Customize %1,module,Magento_Bundle,,,,
Customize and Add to Cart,Customize and Add to Cart,module,Magento_Bundle,,,,
Default,Default,module,Magento_Bundle,,,,
Default Quantity,Default Quantity,module,Magento_Bundle,,,,
Default Title,Default Title,module,Magento_Bundle,,,,
Delete,Hapus,module,Magento_Bundle,,,,
Delete Option,Hapus Pilihan,module,Magento_Bundle,,,,
Discount Amount,Discount Amount,module,Magento_Bundle,,,,
Drop-down,Drop-down,module,Magento_Bundle,,,,
Dynamic,Dynamic,module,Magento_Bundle,,,,
Fixed,Fixed,module,Magento_Bundle,,,,
From,Dari,module,Magento_Bundle,,,,
From:,From:,module,Magento_Bundle,,,,
Gift Message,Gift Message,module,Magento_Bundle,,,,
Go back to product details,Go back to product details,module,Magento_Bundle,,,,
ID,ID,module,Magento_Bundle,,,,
Id field of product link is required,Id field of product link is required,module,Magento_Bundle,,,,
In stock,In stock,module,Magento_Bundle,,,,
Input Type,Input Type,module,Magento_Bundle,,,,
Invoiced,Invoiced,module,Magento_Bundle,,,,
Is Default,Is Default,module,Magento_Bundle,,,,
Message:,Message:,module,Magento_Bundle,,,,
Multiple Select,Multiple Select,module,Magento_Bundle,,,,
N/A,N/A,module,Magento_Bundle,,,,
Name,Name,module,Magento_Bundle,,,,
New Option,New Option,module,Magento_Bundle,,,,
No options of this product are available.,No options of this product are available.,module,Magento_Bundle,,,,
None,None,module,Magento_Bundle,,,,
Only implemented for bundle product,Only implemented for bundle product,module,Magento_Bundle,,,,
Option Title,Option Title,module,Magento_Bundle,,,,
Ordered,Ordered,module,Magento_Bundle,,,,
Out of stock,Habis,module,Magento_Bundle,,,,
Percent,Percent,module,Magento_Bundle,,,,
Percent Discount,Diskon Persen,module,Magento_Bundle,,,,
Please select all required options.,Please select all required options.,module,Magento_Bundle,,,,
Please specify product option(s).,Please specify product option(s).,module,Magento_Bundle,,,,
Position,Position,module,Magento_Bundle,,,,
Price,Harga,module,Magento_Bundle,,,,
Price Range,Price Range,module,Magento_Bundle,,,,
Price Type,Price Type,module,Magento_Bundle,,,,
Product,Product,module,Magento_Bundle,,,,
Product Name,Nama Produk,module,Magento_Bundle,,,,
"Product with specified sku: ""%1"" does not contain option: ""%2""","Product with specified sku: ""%1"" does not contain option: ""%2""",module,Magento_Bundle,,,,
"Product with specified sku: ""%1"" is not a bundle product","Product with specified sku: ""%1"" is not a bundle product",module,Magento_Bundle,,,,
Product with specified sku: %1 is not a bundle product,Product with specified sku: %1 is not a bundle product,module,Magento_Bundle,,,,
Qty Invoiced,Qty Invoiced,module,Magento_Bundle,,,,
Qty Shipped,Qty Shipped,module,Magento_Bundle,,,,
Quantity,Quantity,module,Magento_Bundle,,,,
Quantity:,Quantity:,module,Magento_Bundle,,,,
Radio Buttons,Radio Buttons,module,Magento_Bundle,,,,
Refunded,Refunded,module,Magento_Bundle,,,,
Regular Price,Regular Price,module,Magento_Bundle,,,,
Requested bundle option product doesn't exist,Pilihan paket produk yang diinginkan tidak ada,module,Magento_Bundle,,,,
Requested option doesn't exist,Pilihan yang diminta tidak tersedia,module,Magento_Bundle,,,,
Required,Required,module,Magento_Bundle,,,,
Row Total,Row Total,module,Magento_Bundle,,,,
Select...,Select...,module,Magento_Bundle,,,,
Separately,Separately,module,Magento_Bundle,,,,
Ship Bundle Items,Ship Bundle Items,module,Magento_Bundle,,,,
Shipped,Shipped,module,Magento_Bundle,,,,
SKU,SKU,module,Magento_Bundle,,,,
Status,Status,module,Magento_Bundle,,,,
Store View Title,Store View Title,module,Magento_Bundle,,,,
Subtotal,Subtotal,module,Magento_Bundle,,,,
Summary,Summary,module,Magento_Bundle,,,,
The options you selected are not available.,The options you selected are not available.,module,Magento_Bundle,,,,
The required options you selected are not available.,The required options you selected are not available.,module,Magento_Bundle,,,,
There are no products in this option.,There are no products in this option.,module,Magento_Bundle,,,,
"There is no defined renderer for ""%1"" option type.","There is no defined renderer for ""%1"" option type.",module,Magento_Bundle,,,,
Thumbnail,Thumbnail,module,Magento_Bundle,,,,
To,Untuk,module,Magento_Bundle,,,,
To:,To:,module,Magento_Bundle,,,,
Together,Together,module,Magento_Bundle,,,,
Type,Type,module,Magento_Bundle,,,,
Use Default Value,Use Default Value,module,Magento_Bundle,,,,
User Defined,User Defined,module,Magento_Bundle,,,,
We can't add this item to your shopping cart right now.,Kami tidak dapat menambahkan item ini ke keranjang belanja Anda sekarang.,module,Magento_Bundle,,,,
We can't save custom-defined options for bundles with dynamic pricing.,We can't save custom-defined options for bundles with dynamic pricing.,module,Magento_Bundle,,,,
What are you looking for?,Apa yang anda cari?,module,Magento_Bundle,,,,
Your Customization,Your Customization,module,Magento_Bundle,,,,
Add Products to Option,Add Products to Option,module,Magento_BundleStaging,,,,
Add Selected Products,Tambah Produk yang dipilih,module,Magento_BundleStaging,,,,
Cancel,Batal,module,Magento_BundleStaging,,,,
ID,ID,module,Magento_BundleStaging,,,,
Name,Name,module,Magento_BundleStaging,,,,
Price,Harga,module,Magento_BundleStaging,,,,
Quantity,Quantity,module,Magento_BundleStaging,,,,
Select...,Select...,module,Magento_BundleStaging,,,,
SKU,SKU,module,Magento_BundleStaging,,,,
Status,Status,module,Magento_BundleStaging,,,,
Thumbnail,Thumbnail,module,Magento_BundleStaging,,,,
Type,Type,module,Magento_BundleStaging,,,,
<strong>Attention</strong>: Captcha is case sensitive.,<strong>Attention</strong>: Captcha is case sensitive.,module,Magento_Captcha,,,,
After number of attempts to login,After number of attempts to login,module,Magento_Captcha,,,,
Always,Selalu,module,Magento_Captcha,,,,
Attention: Captcha is case sensitive.,Attention: Captcha is case sensitive.,module,Magento_Captcha,,,,
CAPTCHA,CAPTCHA,module,Magento_Captcha,,,,
"CAPTCHA for ""Create user"" and ""Forgot password"" forms is always enabled if chosen.","CAPTCHA for ""Create user"" and ""Forgot password"" forms is always enabled if chosen.",module,Magento_Captcha,,,,
CAPTCHA Timeout (minutes),CAPTCHA Timeout (minutes),module,Magento_Captcha,,,,
Case Sensitive,Case Sensitive,module,Magento_Captcha,,,,
Displaying Mode,Displaying Mode,module,Magento_Captcha,,,,
Enable CAPTCHA in Admin,Enable CAPTCHA in Admin,module,Magento_Captcha,,,,
Enable CAPTCHA on Storefront,Enable CAPTCHA on Storefront,module,Magento_Captcha,,,,
Font,Font,module,Magento_Captcha,,,,
Forms,Forms,module,Magento_Captcha,,,,
"If 0 is specified, CAPTCHA on the Login form will be always available.","If 0 is specified, CAPTCHA on the Login form will be always available.",module,Magento_Captcha,,,,
Incorrect CAPTCHA,Incorrect CAPTCHA,module,Magento_Captcha,,,,
Incorrect CAPTCHA.,Incorrect CAPTCHA.,module,Magento_Captcha,,,,
Number of Symbols,Number of Symbols,module,Magento_Captcha,,,,
Number of Unsuccessful Attempts to Login,Number of Unsuccessful Attempts to Login,module,Magento_Captcha,,,,
Please enter the letters from the image,Please enter the letters from the image,module,Magento_Captcha,,,,
Please specify 8 symbols at the most. Range allowed (e.g. 3-5),Please specify 8 symbols at the most. Range allowed (e.g. 3-5),module,Magento_Captcha,,,,
Please type the letters below,Please type the letters below,module,Magento_Captcha,,,,
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.",module,Magento_Captcha,,,,
Provided form does not exist,Provided form does not exist,module,Magento_Captcha,,,,
Reload captcha,Reload captcha,module,Magento_Captcha,,,,
Symbols Used in CAPTCHA,Symbols Used in CAPTCHA,module,Magento_Captcha,,,,
The account is locked. Please wait and try again or contact %1.,The account is locked. Please wait and try again or contact %1.,module,Magento_Captcha,,,,
1%,1%,module,Magento_Catalog,,,,
123,123,module,Magento_Catalog,,,,
-- Please Select --,-- Please Select --,module,Magento_Catalog,,,,
-- Please select --,-- Please select --,module,Magento_Catalog,,,,
-- Please Select a Category --,-- Please Select a Category --,module,Magento_Catalog,,,,
%1 - %2,%1 - %2,module,Magento_Catalog,,,,
%1 - Special Products,%1 - Special Products,module,Magento_Catalog,,,,
%1 <span>x</span> %2 <span>px.</span>,%1 <span>x</span> %2 <span>px.</span>,module,Magento_Catalog,,,,
%1 and above,%1 and above,module,Magento_Catalog,,,,
%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface,%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface,module,Magento_Catalog,,,,
%1 doesn't extend \Magento\Catalog\Model\ResourceModel\Product\Indexer\Price\DefaultPrice,%1 doesn't extend \Magento\Catalog\Model\ResourceModel\Product\Indexer\Price\DefaultPrice,module,Magento_Catalog,,,,
%1 doesn't extend \Magento\Framework\Filter\Template,%1 doesn't extend \Magento\Framework\Filter\Template,module,Magento_Catalog,,,,
%1 doesn't extends \Magento\Catalog\Model\Layer\Filter\AbstractFilter,%1 doesn't extends \Magento\Catalog\Model\Layer\Filter\AbstractFilter,module,Magento_Catalog,,,,
%1 doesn't extends \Magento\Catalog\Model\Product\Option\Type\DefaultType,%1 doesn't extends \Magento\Catalog\Model\Product\Option\Type\DefaultType,module,Magento_Catalog,,,,
%1 doesn't extends \Magento\Catalog\Model\Product\Type\AbstractType,%1 doesn't extends \Magento\Catalog\Model\Product\Type\AbstractType,module,Magento_Catalog,,,,
%1 doesn't extends \Magento\Catalog\Model\Product\Type\Price,%1 doesn't extends \Magento\Catalog\Model\Product\Type\Price,module,Magento_Catalog,,,,
%1 doesn't extends \Magento\Framework\Model\AbstractModel,%1 doesn't extends \Magento\Framework\Model\AbstractModel,module,Magento_Catalog,,,,
%1 has reached a quantity of %2.,%1 has reached a quantity of %2.,module,Magento_Catalog,,,,
%1 Item,%1 Item,module,Magento_Catalog,,,,
%1 items,%1 items,module,Magento_Catalog,,,,
%1 Items,%1 Items,module,Magento_Catalog,,,,
%1 was not found in algorithms,%1 was not found in algorithms,module,Magento_Catalog,,,,
(Copy data from: %1),(Copy data from: %1),module,Magento_Catalog,,,,
* Required Fields,* Required Fields,module,Magento_Catalog,,,,
[GLOBAL],[GLOBAL],module,Magento_Catalog,,,,
[STORE VIEW],[STORE VIEW],module,Magento_Catalog,,,,
[WEBSITE],[WEBSITE],module,Magento_Catalog,,,,
{size},{size},module,Magento_Catalog,,,,
{width}^{height} px,{width}^{height} px,module,Magento_Catalog,,,,
"<label class=""label""><span>from</span></label>","<label class=""label""><span>from</span></label>",module,Magento_Catalog,,,,
"<label class=""label""><span>to</span></label>","<label class=""label""><span>to</span></label>",module,Magento_Catalog,,,,
1 item,1 item,module,Magento_Catalog,,,,
12h AM/PM,12h AM/PM,module,Magento_Catalog,,,,
24h,24h,module,Magento_Catalog,,,,
"86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache.","86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache.",module,Magento_Catalog,,,,
A group with the same name already exists.,A group with the same name already exists.,module,Magento_Catalog,,,,
A name is required.,A name is required.,module,Magento_Catalog,,,,
A product type is not defined for the indexer.,A product type is not defined for the indexer.,module,Magento_Catalog,,,,
A total of %1 record(s) have been deleted.,A total of %1 record(s) have been deleted.,module,Magento_Catalog,,,,
A total of %1 record(s) have been updated.,A total of %1 record(s) have been updated.,module,Magento_Catalog,,,,
A total of %1 record(s) were updated.,A total of %1 record(s) were updated.,module,Magento_Catalog,,,,
Action,Action,module,Magento_Catalog,,,,
Actions,Actions,module,Magento_Catalog,,,,
Add Attribute,Add Attribute,module,Magento_Catalog,,,,
Add Attribute Set,Add Attribute Set,module,Magento_Catalog,,,,
Add CMS Block,Add CMS Block,module,Magento_Catalog,,,,
Add Cross-Sell Products,Add Cross-Sell Products,module,Magento_Catalog,,,,
Add Group,Add Group,module,Magento_Catalog,,,,
Add New,Add New,module,Magento_Catalog,,,,
Add New Attribute,Add New Attribute,module,Magento_Catalog,,,,
Add New Attribute Set,Add New Attribute Set,module,Magento_Catalog,,,,
Add New Group,Add New Group,module,Magento_Catalog,,,,
Add New Images,Add New Images,module,Magento_Catalog,,,,
Add New Option,Add New Option,module,Magento_Catalog,,,,
Add New Row,Add New Row,module,Magento_Catalog,,,,
Add Option,Add Option,module,Magento_Catalog,,,,
Add Price,Add Price,module,Magento_Catalog,,,,
Add Product,Add Product,module,Magento_Catalog,,,,
Add Product To Websites,Add Product To Websites,module,Magento_Catalog,,,,
Add Related Products,Add Related Products,module,Magento_Catalog,,,,
Add Root Category,Add Root Category,module,Magento_Catalog,,,,
Add Selected,Add Selected,module,Magento_Catalog,,,,
Add Selected Products,Add Selected Products,module,Magento_Catalog,,,,
Add Subcategory,Add Subcategory,module,Magento_Catalog,,,,
Add this attribute to the list of column options in the product grid.,Add this attribute to the list of column options in the product grid.,module,Magento_Catalog,,,,
Add this attribute to the list of filter options in the product grid.,Add this attribute to the list of filter options in the product grid.,module,Magento_Catalog,,,,
Add to Cart,Add to Cart,module,Magento_Catalog,,,,
Color,Warna,module,Magento_Catalog,,,,
Add to Column Options,Add to Column Options,module,Magento_Catalog,,,,
Add to Compare,Add to Compare,module,Magento_Catalog,,,,
Add to Wish List,Wish List,module,Magento_Catalog,,,,
Add Up-Sell Products,Add Up-Sell Products,module,Magento_Catalog,,,,
Add Value,Add Value,module,Magento_Catalog,,,,
Added,Added,module,Magento_Catalog,,,,
Adding...,Adding...,module,Magento_Catalog,,,,
Advanced Attribute Properties,Advanced Attribute Properties,module,Magento_Catalog,,,,
Advanced Inventory,Advanced Inventory,module,Magento_Catalog,,,,
Advanced Pricing,Advanced Pricing,module,Magento_Catalog,,,,
Advanced Settings,Advanced Settings,module,Magento_Catalog,,,,
All,All,module,Magento_Catalog,,,,
ALL GROUPS,ALL GROUPS,module,Magento_Catalog,,,,
All products,All products,module,Magento_Catalog,,,,
"All products - recently added products, New products - products marked as new","All products - recently added products, New products - products marked as new",module,Magento_Catalog,,,,
All Store Views,All Store Views,module,Magento_Catalog,,,,
All Websites,All Websites,module,Magento_Catalog,,,,
Allow All Products per Page,Allow All Products per Page,module,Magento_Catalog,,,,
Allow Dynamic Media URLs in Products and Categories,Allow Dynamic Media URLs in Products and Categories,module,Magento_Catalog,,,,
Allow HTML Tags on Storefront,Allow HTML Tags on Storefront,module,Magento_Catalog,,,,
Allow Multiple Boxes for Shipping,Allow Multiple Boxes for Shipping,module,Magento_Catalog,,,,
"Allowed file types: jpeg, gif, png.","Allowed file types: jpeg, gif, png.",module,Magento_Catalog,,,,
Alt Text,Alt Text,module,Magento_Catalog,,,,
AM,AM,module,Magento_Catalog,,,,
"An attribute group named ""/name/"" already exists"".","An attribute group named ""/name/"" already exists"".",module,Magento_Catalog,,,,
An attribute set named '%1' already exists.,An attribute set named '%1' already exists.,module,Magento_Catalog,,,,
An attribute with the same code (%1) already exists.,An attribute with the same code (%1) already exists.,module,Magento_Catalog,,,,
An attribute with this code already exists.,An attribute with this code already exists.,module,Magento_Catalog,,,,
An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at.,An up-sell item is offered to the customer as a pricier or higher-quality alternative to the product the customer is looking at.,module,Magento_Catalog,,,,
Anchor,Anchor,module,Magento_Catalog,,,,
Anchor Custom Text,Anchor Custom Text,module,Magento_Catalog,,,,
Anchor Custom Title,Anchor Custom Title,module,Magento_Catalog,,,,
and above,and above,module,Magento_Catalog,,,,
Apply Design to Products,Apply Design to Products,module,Magento_Catalog,,,,
Are you sure?,Are you sure?,module,Magento_Catalog,,,,
As low as,As low as,module,Magento_Catalog,,,,
"Attribute ""%1"" is required.","Attribute ""%1"" is required.",module,Magento_Catalog,,,,
Attribute '%1' is locked. %2,Attribute '%1' is locked. %2,module,Magento_Catalog,,,,
Attribute Code,Attribute Code,module,Magento_Catalog,,,,
"Attribute code ""%1"" is invalid. Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","Attribute code ""%1"" is invalid. Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.",module,Magento_Catalog,,,,
Attribute group that contains system attributes can not be deleted,Attribute group that contains system attributes can not be deleted,module,Magento_Catalog,,,,
Attribute Information,Attribute Information,module,Magento_Catalog,,,,
